ASIN,Identifier,Purchasing Price
B01HN9OXVW,asin,5.0
B07N1VJB1Z,asin,5.0
B07JHW4Y2J,asin,5.0
B08CVVFQBF,asin,5.0
B08H8893V3,asin,5.0
B074LHZYTV,asin,5.0
B07QXGS5GJ,asin,5.0
B08J7FJYDH,asin,5.0
B08MVQTK8D,asin,5.0
B08NG9M5K3,asin,5.0
B07548KLYT,asin,5.0
B08H28VV7S,asin,5.0
B07XPR92SR,asin,5.0
B01N06VG7T,asin,5.0
B07P5JCG8H,asin,5.0
B079J323RJ,asin,5.0
B07H5HTCTZ,asin,5.0
B08DN9VJRM,asin,5.0
B07KPS38ST,asin,5.0
B08CNPHBK5,asin,5.0
B0875VB225,asin,5.0
B07N9PP5WG,asin,5.0
B08GSDVTXS,asin,5.0
B0861Z7LK1,asin,5.0
B07XL2DWVV,asin,5.0
B0722NM7KP,asin,5.0
B08GFRKCKG,asin,5.0
B07RWBTBS6,asin,5.0
B08F3M6B2N,asin,5.0
B08MY1PGFY,asin,5.0
B081TTVJ2P,asin,5.0
B07RTBZFT9,asin,5.0
B074DXP418,asin,5.0
B07NDK9918,asin,5.0
B07G1M4ZRQ,asin,5.0
B08JGQ7V78,asin,5.0
B0772W8DCM,asin,5.0
B08NJD5B91,asin,5.0
B01I0YJRWY,asin,5.0
B07DJBHHVP,asin,5.0
B08J1L2QNP,asin,5.0
B07VHYJXZG,asin,5.0
B08CK9WC4G,asin,5.0
B07SB4HX9M,asin,5.0
B08M5DQ2X9,asin,5.0
B01M0X9VLW,asin,5.0
B07WT99F7V,asin,5.0
B08C9JLVN4,asin,5.0
B00RVP7LVS,asin,5.0
B08G8B94N6,asin,5.0
B08KFHK7SJ,asin,5.0
B07MLH6HVK,asin,5.0
B07S63XSNJ,asin,5.0
B07GG55N6T,asin,5.0
B07H2X4BT7,asin,5.0
B089Y6NGZZ,asin,5.0
B08FKPGPQ2,asin,5.0
B085TP4M6Y,asin,5.0
B00WE4I3E0,asin,5.0
B0744F771Y,asin,5.0
B010157TB6,asin,5.0
B07FR7936P,asin,5.0
B08D69L2J4,asin,5.0
B07Q42PG4F,asin,5.0
B01M8QGCB7,asin,5.0
B0781ZTCR8,asin,5.0
B01DC5HTTE,asin,5.0
B077V99KX9,asin,5.0
B07X52RM2M,asin,5.0
B07H3NJVTL,asin,5.0
B0814BKNYX,asin,5.0
B08DRQ7P2J,asin,5.0
B08G8619VS,asin,5.0
B07VWG9HDT,asin,5.0
B07R95CKPC,asin,5.0
B08P5CYRNZ,asin,5.0
B07JNQX2VZ,asin,5.0
B087TMH2TJ,asin,5.0
B08DY66GCP,asin,5.0
B084LRM9ZW,asin,5.0
B07Y2Y9324,asin,5.0
B07FMKZ6TJ,asin,5.0
B01M6WAL83,asin,5.0
B07Q55GJBF,asin,5.0
B08MXCW5HW,asin,5.0
B087HVDFD7,asin,5.0
B00BEC8MGC,asin,5.0
B08BP658B8,asin,5.0
B08JCCPR3J,asin,5.0
B08NHR7GN6,asin,5.0
B082H68GP4,asin,5.0
B08KW1HVZY,asin,5.0
B07XFK69H6,asin,5.0
B08M9HLYJZ,asin,5.0
B08H5BCXZ9,asin,5.0
B08GBKDVYZ,asin,5.0
B07PVNVB4K,asin,5.0
B0836KNZDJ,asin,5.0
B08KD5WS6H,asin,5.0
B088FL5DL7,asin,5.0
B085TB5DVF,asin,5.0
B088TWDHKX,asin,5.0
B01MPY2ULJ,asin,5.0
B07HN1N1VJ,asin,5.0
B07V2ZLZBY,asin,5.0
B08D62169L,asin,5.0
B07PDKTN7C,asin,5.0
B00390GPMU,asin,5.0
B07LBZBWZC,asin,5.0
B086JN24D9,asin,5.0
B07J4VD1CY,asin,5.0
B08B4F7T5H,asin,5.0
B0772YW7NZ,asin,5.0
B07R4XN2H1,asin,5.0
B08CMX5CG9,asin,5.0
B081J2M3FQ,asin,5.0
B078GSS2MC,asin,5.0
B08148J8MM,asin,5.0
B07R51BDCX,asin,5.0
B085HMJB96,asin,5.0
B07C4W36CQ,asin,5.0
B06ZYJ22JV,asin,5.0
B07P632YDS,asin,5.0
B01MU2QBW0,asin,5.0
B07ZPQ5V7V,asin,5.0
B07CYKPWDY,asin,5.0
B08MC2QQX3,asin,5.0
B07T512V8G,asin,5.0
B072J4QNJ6,asin,5.0
B08BZBM4HH,asin,5.0
B07GF67WWL,asin,5.0
B082XF3SPG,asin,5.0
B07R5CDGVY,asin,5.0
B077CWCWC1,asin,5.0
B001V9HKLG,asin,5.0
B0812L2G2R,asin,5.0
B07KTCXNVS,asin,5.0
B07GZ6TVFV,asin,5.0
B00U0ZG3XI,asin,5.0
B08GCD3GPB,asin,5.0
B0817XZYCY,asin,5.0
B07JDGQLW8,asin,5.0
B07FM57JPR,asin,5.0
B01HP5SBDU,asin,5.0
B075XQN6G5,asin,5.0
B074VF9SK5,asin,5.0
B074NXCVDB,asin,5.0
B0822HWWY2,asin,5.0
B0817JYN35,asin,5.0
B0814BT22Z,asin,5.0
B08HM6WRP8,asin,5.0
B08FFJQM63,asin,5.0
B08GG3CSVP,asin,5.0
B07WDYFKNT,asin,5.0
B08FX55VMV,asin,5.0
B082T3QHW4,asin,5.0
B076MGVC56,asin,5.0
B087HM7VHX,asin,5.0
B07KG2G76R,asin,5.0
B07PXH5L2S,asin,5.0
B08GMCF9FY,asin,5.0
B08HCXXVCQ,asin,5.0
B01D3MOS9A,asin,5.0
B079997T5P,asin,5.0
B08L7G7B7L,asin,5.0
B08846FP4T,asin,5.0
B08NCLLMY9,asin,5.0
B07PVCJXCG,asin,5.0
B08LPD7HD8,asin,5.0
B075GDQXXX,asin,5.0
B07VZFC36V,asin,5.0
B07MG3S48S,asin,5.0
B07CRX7SL5,asin,5.0
B08FLHM6QZ,asin,5.0
B0777GYSX2,asin,5.0
B08L7R5196,asin,5.0
B00LTOQI3Y,asin,5.0
B08CVQFVQ1,asin,5.0
B08CSJ19DZ,asin,5.0
B082KBTMJ5,asin,5.0
B07Z65HBYN,asin,5.0
B08L32D4BD,asin,5.0
B08HVH47K6,asin,5.0
B08DR75LR7,asin,5.0
B07HCTP352,asin,5.0
B01MG75K4S,asin,5.0
B08CKDHBJ6,asin,5.0
B08FJ91VVC,asin,5.0
B08CRMYW2V,asin,5.0
B07PJYN3RN,asin,5.0
B077Z1F697,asin,5.0
B07MY1ZTDB,asin,5.0
B07H5XC6YB,asin,5.0
B08BP77K9J,asin,5.0
B08LN65RXF,asin,5.0
B089K3D2JN,asin,5.0
B08C575CZT,asin,5.0
B08DND9X3L,asin,5.0
B07Z2KQ3KS,asin,5.0
B07SY88P5F,asin,5.0
B07SZ6J6C6,asin,5.0
B08JV3N85J,asin,5.0
B08FD6NFB9,asin,5.0
B08HSGYTTL,asin,5.0
B07F8BY8QL,asin,5.0
B08LSJQ144,asin,5.0
B07GT11RWW,asin,5.0
B07YDXWD5F,asin,5.0
B077SLRMZ6,asin,5.0
B084DTL9KM,asin,5.0
B07ZPLGL7Q,asin,5.0
B085PVCF47,asin,5.0
B019DN3CKE,asin,5.0
B07D11F42M,asin,5.0
B07MPXGRJD,asin,5.0
B08KRLYPRS,asin,5.0
B00HVPV9XE,asin,5.0
B07Z8ZSCJJ,asin,5.0
B083XB2JY6,asin,5.0
B006LFFH2E,asin,5.0
B08CJ2ZZB6,asin,5.0
B00X22Q4LM,asin,5.0
B07QJWXW61,asin,5.0
B07GT66CQ3,asin,5.0
B07XKVWMHZ,asin,5.0
B082WSWT1C,asin,5.0
B081TZBCZ1,asin,5.0
B07K8DXH9L,asin,5.0
B07GWNCMQQ,asin,5.0
B08HLW7SWG,asin,5.0
B088TXBH99,asin,5.0
B07THCJ35G,asin,5.0
B085YDZ13Y,asin,5.0
B08K6Y7CG8,asin,5.0
B085VH657V,asin,5.0
B071HWBZX1,asin,5.0
B078WPRLK8,asin,5.0
B075XQN6D5,asin,5.0
B00MU0VKFC,asin,5.0
B08DFSSHDB,asin,5.0
B07JDNZW5X,asin,5.0
B08P5M9G8B,asin,5.0
B087WYVZHJ,asin,5.0
B07Z3B6WV3,asin,5.0
B01M0ABBRP,asin,5.0
B079K97HH2,asin,5.0
B088CZ77KP,asin,5.0
B08JLF412J,asin,5.0
B07JG46XRK,asin,5.0
B001GIPD3Y,asin,5.0
B07KLS18QD,asin,5.0
B087R5QFHJ,asin,5.0
B07VGTD7QX,asin,5.0
B017PWG1IA,asin,5.0
B08DCVNCQR,asin,5.0
B089SS7YVN,asin,5.0
B088TVVQNT,asin,5.0
B089HY6QQR,asin,5.0
B081YFLPT4,asin,5.0
B01DPGKOXI,asin,5.0
B07PHNZBPN,asin,5.0
B08H1YCFGV,asin,5.0
B07YVF93V4,asin,5.0
B074H2DNXQ,asin,5.0
B07XCZFZQS,asin,5.0
B07QG9QZG7,asin,5.0
B07MBV5CQQ,asin,5.0
B088BCVQ2X,asin,5.0
B015VVHDGQ,asin,5.0
B06XSK12RV,asin,5.0
B07WH6Q7WS,asin,5.0
B01JUH2T0W,asin,5.0
B08J9X9J3T,asin,5.0
B07FNWF9HS,asin,5.0
B01D900QYM,asin,5.0
B07J5VS7YG,asin,5.0
B07XQYMFPS,asin,5.0
B08KT11WH5,asin,5.0
B07XYWCZVL,asin,5.0
B08D8JQR2W,asin,5.0
B08L4K46MP,asin,5.0
B07WZL68CN,asin,5.0
B07MH6BMKH,asin,5.0
B071R92364,asin,5.0
B08FX7NN7B,asin,5.0
B07NCG2CJV,asin,5.0
B08DCGRX26,asin,5.0
B08G8JH968,asin,5.0
B07HJZ7WTB,asin,5.0
B08LGT44FW,asin,5.0
B0166OJMJI,asin,5.0
B082WDZ3H2,asin,5.0
B07HMHVJN1,asin,5.0
B08FY73Q99,asin,5.0
B07X95P9PF,asin,5.0
B07SQ2GDJK,asin,5.0
B08CCPR1L4,asin,5.0
B0876TPWVN,asin,5.0
B07CH425DC,asin,5.0
B08HK64TW9,asin,5.0
B0825SFG1D,asin,5.0
B00C40Y1V8,asin,5.0
B00AWY8BYQ,asin,5.0
B0835VVZTY,asin,5.0
B08M5PH8K7,asin,5.0
B07G166LW8,asin,5.0
B08K8TCFD3,asin,5.0
B07GCKM9FH,asin,5.0
B07ZR8PN3X,asin,5.0
B0763MHJ2F,asin,5.0
B08FM67JM3,asin,5.0
B08HVKSLCB,asin,5.0
B07S4MC1N3,asin,5.0
B08HH8HP98,asin,5.0
B082YRY649,asin,5.0
B08CGR93GT,asin,5.0
B0814SGZ2X,asin,5.0
B07S1NFKC9,asin,5.0
B00IIJ8OLC,asin,5.0
B083SLSSSF,asin,5.0
B08DY9DNBT,asin,5.0
B085TCK3R3,asin,5.0
B07GXR3RPM,asin,5.0
B08J3R8S6D,asin,5.0
B07X7K29G9,asin,5.0
B0882WBYYR,asin,5.0
B07QL4V4TB,asin,5.0
B07QMNR68K,asin,5.0
B01N96NA35,asin,5.0
B072JN2X6D,asin,5.0
B08DNRLPDR,asin,5.0
B08FM6QL2L,asin,5.0
B08HXTDQLG,asin,5.0
B0814BHZYD,asin,5.0
B08HJM489X,asin,5.0
B0757M7C5D,asin,5.0
B08MJGJ9DX,asin,5.0
B08LPGL5NW,asin,5.0
B07798PR1X,asin,5.0
B07XKYZPSC,asin,5.0
B08BQVG2VM,asin,5.0
B00ND88TXQ,asin,5.0
B07CS1S18K,asin,5.0
B07VPRNFBL,asin,5.0
B08F52QRYG,asin,5.0
B002SSTLZC,asin,5.0
B07X39MTWJ,asin,5.0
B08HCPKKF9,asin,5.0
B08CY5X13S,asin,5.0
B07T2Z6BKN,asin,5.0
B07X3VKQHG,asin,5.0
B075Z24GR9,asin,5.0
B07CYJ88GV,asin,5.0
B018I93VRI,asin,5.0
B08HGMDTKH,asin,5.0
B01NCLIRX3,asin,5.0
B0793JV428,asin,5.0
B08NVXJ1XR,asin,5.0
B07JG37V46,asin,5.0
B08DL56Q69,asin,5.0
B083RTFQD6,asin,5.0
B088NLHJ74,asin,5.0
B0884BN89H,asin,5.0
B07VB1M12W,asin,5.0
B08LSCT71V,asin,5.0
B07HFPXYQK,asin,5.0
B07R5M39VH,asin,5.0
B08F1W1QCH,asin,5.0
B07B5Q2S5M,asin,5.0
B07F9T5XQM,asin,5.0
B08DCTXRHC,asin,5.0
B07DH55FTM,asin,5.0
B08LVXYV1N,asin,5.0
B088T81LYF,asin,5.0
B07W4K2S57,asin,5.0
B07D7YXKZ9,asin,5.0
B07G375J9H,asin,5.0
B08DV1DD3J,asin,5.0
B06XRYWT5S,asin,5.0
B08GQQSJ9S,asin,5.0
B07YCQYVTG,asin,5.0
B0786TZVJC,asin,5.0
B0882LP6G2,asin,5.0
B08JCXH36S,asin,5.0
B08BF95QM5,asin,5.0
B085T98T35,asin,5.0
B07G5C125G,asin,5.0
B08FZWTQP5,asin,5.0
B08C59VX3G,asin,5.0
B077Q7C18Y,asin,5.0
B085TC8FGF,asin,5.0
B00DY7UGM8,asin,5.0
B00JYC18AG,asin,5.0
B08LKF2W2M,asin,5.0
B07SM2Z4JN,asin,5.0
B07VNYTF4B,asin,5.0
B07JPZZFJB,asin,5.0
B07YKB6C22,asin,5.0
B07XXLW2YK,asin,5.0
B08JTDFVW2,asin,5.0
B082NTC94L,asin,5.0
B08F3J1XTS,asin,5.0
B00US1E5KC,asin,5.0
B08KDW48PL,asin,5.0
B07VNDMQGL,asin,5.0
B07CKWPBKT,asin,5.0
B07NH4GHJP,asin,5.0
B08CC3QPCL,asin,5.0
B0749BYGSJ,asin,5.0
B07S67MMYC,asin,5.0
B08G11H96T,asin,5.0
B08HCQYXVK,asin,5.0
B07TBM4TBR,asin,5.0
B00FZWJWVG,asin,5.0
B08JGBZ9Y9,asin,5.0
B082FLRV8W,asin,5.0
B0797PNQF9,asin,5.0
B00AWY8CFE,asin,5.0
B07ZCWMQRG,asin,5.0
B07CHCLK7X,asin,5.0
B07CJPFHG4,asin,5.0
B07TCF47GP,asin,5.0
B074SFKYLY,asin,5.0
B00Q8Q34BW,asin,5.0
B084RRCKPK,asin,5.0
B08F22G9JN,asin,5.0
B08GC2KY3T,asin,5.0
B07W3XTYNT,asin,5.0
B088TWCGK3,asin,5.0
B07KP4N3TH,asin,5.0
B08FFQV1YK,asin,5.0
B08J7MGLZ2,asin,5.0
B089N1PGYH,asin,5.0
B081GB34T4,asin,5.0
B07TH572R2,asin,5.0
B088HD1GJ2,asin,5.0
B08CKP6P53,asin,5.0
B07MV51WKN,asin,5.0
B07G83V13G,asin,5.0
B07Y7LV32K,asin,5.0
B07J4YCQ9Z,asin,5.0
B07YB3BFKD,asin,5.0
B08115K4GD,asin,5.0
B00WA9WEPS,asin,5.0
B084D4NLWM,asin,5.0
B07G5C2ZNP,asin,5.0
B06XJRXVGD,asin,5.0
B00ASPBTY8,asin,5.0
B08G137M1J,asin,5.0
B0744PJH6W,asin,5.0
B08835ZM35,asin,5.0
B082DYT8KL,asin,5.0
B07K37TVPZ,asin,5.0
B07T2LPC6M,asin,5.0
B07VGB6J6W,asin,5.0
B0842QQD3M,asin,5.0
B08DRDYHZ6,asin,5.0
B01DKUTE94,asin,5.0
B07GF5V69L,asin,5.0
B07SRSFPMW,asin,5.0
B07531NS4Y,asin,5.0
B08BX85X37,asin,5.0
B08J25H931,asin,5.0
B08DFH6Y6T,asin,5.0
B00IN9ZRZ8,asin,5.0
B079C7XRHQ,asin,5.0
B07VLPM6C5,asin,5.0
B088W45W1H,asin,5.0
B075F3HFZ7,asin,5.0
B07V9FBFRF,asin,5.0
B08CKK33K2,asin,5.0
B07Q5LD9MH,asin,5.0
B0763PTQY2,asin,5.0
B07QXF16X7,asin,5.0
B08K2J3V4W,asin,5.0
B07YWNRXV9,asin,5.0
B07GG1WM8Q,asin,5.0
B075D7Q6Q7,asin,5.0
B08M61YPJB,asin,5.0
B07BFP8N5K,asin,5.0
B07WMNSY4M,asin,5.0
B073DGZBM9,asin,5.0
B015FAVAMQ,asin,5.0
B08DNX2XGB,asin,5.0
B08CL2KRNF,asin,5.0
B07CYFGSZ5,asin,5.0
B01IJNBZP8,asin,5.0
B08HLHQT5R,asin,5.0
B07JF2LD11,asin,5.0
B089SH4M2F,asin,5.0
B07DVLC85N,asin,5.0
B07W1ZYZNN,asin,5.0
B07W719H64,asin,5.0
B08GYXRC8S,asin,5.0
B08GRZ6BFN,asin,5.0
B07Q4JWQWD,asin,5.0
B07CN7JMNG,asin,5.0
B07GKKX4W6,asin,5.0
B01I5VQ536,asin,5.0
B088TTZXKN,asin,5.0
B0054OTW4W,asin,5.0
B08JV8J6HF,asin,5.0
B07X5JJ24Q,asin,5.0
B01HIA58EM,asin,5.0
B01HOAPF2Q,asin,5.0
B08HQ8WB77,asin,5.0
B0865687G9,asin,5.0
B089JZFQ2C,asin,5.0
B076WYC8ZD,asin,5.0
B08B3J8LG2,asin,5.0
B0834M3Y71,asin,5.0
B075ZJP6GN,asin,5.0
B08375PH4Y,asin,5.0
B07HCC1GX7,asin,5.0
B08FJBC1YS,asin,5.0
B0882QHTQH,asin,5.0
B08D7C9HL7,asin,5.0
B08D6HCFRK,asin,5.0
B07PDLL9V7,asin,5.0
B07GNHLGC6,asin,5.0
B08C2ND37K,asin,5.0
B085C9LK28,asin,5.0
B0854286BJ,asin,5.0
B08J85LK3B,asin,5.0
B08BYGMDXB,asin,5.0
B07XT1622Q,asin,5.0
B01EMLSQMG,asin,5.0
B08CY2QSZ1,asin,5.0
B08NJ27HDM,asin,5.0
B07Y4DYJKY,asin,5.0
B08G1JL71M,asin,5.0
B01N2JQS6Y,asin,5.0
B07HDZGL7C,asin,5.0
B0814BFH67,asin,5.0
B07GF684J8,asin,5.0
B07ZTKSCS3,asin,5.0
B01MAZKHFA,asin,5.0
B00X234MZG,asin,5.0
B0817GLNQ4,asin,5.0
B0811FDMWQ,asin,5.0
B07GRYMN8J,asin,5.0
B07TR2Q59D,asin,5.0
B07G8KWXGL,asin,5.0
B01M9FDCSW,asin,5.0
B0768ZY5WR,asin,5.0
B07KTBCVFD,asin,5.0
B08B58ZYTD,asin,5.0
B089RFLJ38,asin,5.0
B00OWRD64Y,asin,5.0
B08G4Q3HNC,asin,5.0
B01BYJJSEY,asin,5.0
B07VV5CXJM,asin,5.0
B07R8ZKFXH,asin,5.0
B07637RVXZ,asin,5.0
B08MKNYHBQ,asin,5.0
B018E2SYP8,asin,5.0
B07S3DH6BL,asin,5.0
B08JLKXV61,asin,5.0
B07ZPPZ256,asin,5.0
B07Y61V542,asin,5.0
B07L2ZRVD5,asin,5.0
B07YDLPRMZ,asin,5.0
B003GDJ0IG,asin,5.0
B07X3PPK73,asin,5.0
B07Z6RXRHZ,asin,5.0
B08LKPKLQW,asin,5.0
B086BWCD3X,asin,5.0
B07B3PTYY2,asin,5.0
B07DVR52QG,asin,5.0
B07P7LD7SL,asin,5.0
B08LG2HYS2,asin,5.0
B07JDHTPSG,asin,5.0
B07HKLS1H8,asin,5.0
B07NFB29WR,asin,5.0
B08CKJNS4R,asin,5.0
B000GIYG60,asin,5.0
B07YZT2B46,asin,5.0
B08LNP43CN,asin,5.0
B07XKVZH9X,asin,5.0
B07W3PZF23,asin,5.0
B08GXXQNJH,asin,5.0
B081VQJCCM,asin,5.0
B08BX4DVW7,asin,5.0
B084JRFLB9,asin,5.0
B08GVF2J7S,asin,5.0
B07V3PZTTK,asin,5.0
B07CXJ7499,asin,5.0
B08MVX691L,asin,5.0
B08DDBL28B,asin,5.0
B01FZ881JI,asin,5.0
B07T46W6K1,asin,5.0
B074TGNSQ3,asin,5.0
B07XYQ87DN,asin,5.0
B07Y2GX78Y,asin,5.0
B085GBKZ5K,asin,5.0
B088TWG1Y8,asin,5.0
B07W8ZFFFH,asin,5.0
B08HH8BTBD,asin,5.0
B07L9W6NVK,asin,5.0
B07F2V7YVJ,asin,5.0
B08M3N3PPM,asin,5.0
B07Y9RGDP2,asin,5.0
B07P2P8359,asin,5.0
B07GVDX94H,asin,5.0
B08GS9L876,asin,5.0
B0882PL6D3,asin,5.0
B08GWQJM1B,asin,5.0
B07Z4RPKKK,asin,5.0
B08H5QLPQN,asin,5.0
B08KG11FPX,asin,5.0
B009FHN0FQ,asin,5.0
B08HWCBLXR,asin,5.0
B08GWXFCS1,asin,5.0
B07T365Z4J,asin,5.0
B08GG9QP94,asin,5.0
B08D3PX98X,asin,5.0
B08JYKQ6JW,asin,5.0
B088TWQZKZ,asin,5.0
B0811KJ65X,asin,5.0
B08L45B1NH,asin,5.0
B00X22GA3Y,asin,5.0
B0827C2PNZ,asin,5.0
B07L96SDQ9,asin,5.0
B086VL63BQ,asin,5.0
B077FSLZNV,asin,5.0
B07RZ8HNLL,asin,5.0
B0861CJMGG,asin,5.0
B08K3ZM66X,asin,5.0
B00KDS6IIM,asin,5.0
B08GJ967NG,asin,5.0
B088TW8RT7,asin,5.0
B07BCBSMV6,asin,5.0
B086BTMDTX,asin,5.0
B07JN9BRHG,asin,5.0
B08DTXHQ7M,asin,5.0
B08B6GYSW3,asin,5.0
B081ZGTY95,asin,5.0
B07TDP96PR,asin,5.0
B08133VX3X,asin,5.0
B08DHWR2P5,asin,5.0
B08FJ5BDKP,asin,5.0
B07GL331T4,asin,5.0
B07KHPGDW4,asin,5.0
B07RQQHDNW,asin,5.0
B087HS8KHY,asin,5.0
B083WH6Z2P,asin,5.0
B0799RV86Q,asin,5.0
B07XJNF1N2,asin,5.0
B085VJV57L,asin,5.0
B07WZBP8WK,asin,5.0
B07211SRK3,asin,5.0
B00FUABDP6,asin,5.0
B081C9CH5B,asin,5.0
B07526VZSD,asin,5.0
B083MYLYY2,asin,5.0
B08GQD2B2Z,asin,5.0
B08HW3M6Z7,asin,5.0
B07WJKLGP9,asin,5.0
B08GJK4TXX,asin,5.0
B084RQGP3R,asin,5.0
B07YNPHW13,asin,5.0
B07W468TMP,asin,5.0
B07G4F223B,asin,5.0
B08KRS1FWK,asin,5.0
B08CGTH7S5,asin,5.0
B07ZT31ZTD,asin,5.0
B07WSQL1PG,asin,5.0
B08B84RVCM,asin,5.0
B0884HTKNQ,asin,5.0
B08CZQLCRT,asin,5.0
B087HPY3RC,asin,5.0
B07RM957BX,asin,5.0
B08GH4DY99,asin,5.0
B08GFGV7JP,asin,5.0
B07NS62CPY,asin,5.0
B07D4JBQX6,asin,5.0
B08DHT5H4P,asin,5.0
B08JGD2Y88,asin,5.0
B08FDNP59X,asin,5.0
B07Z5T3MV2,asin,5.0
B07S389XY1,asin,5.0
B08HS2DYLS,asin,5.0
B08BTF4RJQ,asin,5.0
B08H3LW38D,asin,5.0
B08MBSH68Z,asin,5.0
B07GJKK26Y,asin,5.0
B084RY67QS,asin,5.0
B07LBS975C,asin,5.0
B081RS5BGK,asin,5.0
B07X57LYQ3,asin,5.0
B07WZLV1J2,asin,5.0
B07XGJ3ZQC,asin,5.0
B07XL4BH56,asin,5.0
B08HRLN2HB,asin,5.0
B07V2YGLN5,asin,5.0
B08KXKHNH4,asin,5.0
B08LB44VH6,asin,5.0
B07GXGSX2L,asin,5.0
B07XZMR3CV,asin,5.0
B08L54RCKR,asin,5.0
B07MKM3V8H,asin,5.0
B07L49863P,asin,5.0
B07BQYMNR6,asin,5.0
B07T717QPJ,asin,5.0
B0811VTFP9,asin,5.0
B07PDZV13Y,asin,5.0
B07R76K2HD,asin,5.0
B081Y7PL61,asin,5.0
B08HVRM5F8,asin,5.0
B07Z24Z7GQ,asin,5.0
B07Q6BY33Y,asin,5.0
B08DNT6YWZ,asin,5.0
B01MRVHL81,asin,5.0
B08LKZXP1G,asin,5.0
B08CK92FKV,asin,5.0
B07B67XSR5,asin,5.0
B01M35CWGA,asin,5.0
B07V2CX8PX,asin,5.0
B01MPZJI1G,asin,5.0
B08F4C48N1,asin,5.0
B0744PWMZ6,asin,5.0
B08862S95H,asin,5.0
B07VHGD988,asin,5.0
B0896VT8ZC,asin,5.0
B07H9VYHXB,asin,5.0
B088TVRN9F,asin,5.0
B07XXX1HQ8,asin,5.0
B08BPHBW6F,asin,5.0
B08CFVPT1G,asin,5.0
B07QD5TGXY,asin,5.0
B07YQZVT2T,asin,5.0
B08JY9XXF3,asin,5.0
B07XWGVJ11,asin,5.0
B07VMLY8WD,asin,5.0
B08LC6LD5M,asin,5.0
B07QP2TWFN,asin,5.0
B073VZ9VRF,asin,5.0
B08HQ9NDWQ,asin,5.0
B07QN21JNK,asin,5.0
B0864RK2MT,asin,5.0
B08LCXZXQJ,asin,5.0
B08HLN3227,asin,5.0
B081B176SY,asin,5.0
B087DPSXB4,asin,5.0
B075MYKVN3,asin,5.0
B08KF3CBJR,asin,5.0
B07X3Y77BP,asin,5.0
B083X7L8HY,asin,5.0
B08DS8PWLJ,asin,5.0
B087ZSRPD1,asin,5.0
B07N8L7GYX,asin,5.0
B07DDPY7WY,asin,5.0
B088TVPVRJ,asin,5.0
B08FMFH257,asin,5.0
B086BHSXJT,asin,5.0
B0855QKGHF,asin,5.0
B07S1R4PS8,asin,5.0
B08DKVW5XX,asin,5.0
B0792PFYLF,asin,5.0
B07H1X74CM,asin,5.0
B07YV3DX7B,asin,5.0
B019XK2ATG,asin,5.0
B075X8CP1T,asin,5.0
B0882W2XQ9,asin,5.0
B08FY26S8J,asin,5.0
B07PBJW545,asin,5.0
B00VZD62V2,asin,5.0
B075XRJR1X,asin,5.0
B07GFC61GW,asin,5.0
B01M9HOQ6S,asin,5.0
B08J1GGBLT,asin,5.0
B08L6DD5H8,asin,5.0
B07R8P7DS9,asin,5.0
B08JMF2DR6,asin,5.0
B08HYJZJRY,asin,5.0
B07JVRS1ZT,asin,5.0
B08CRLPJ7P,asin,5.0
B08F53PZT7,asin,5.0
B071G6LMM3,asin,5.0
B07T3PXZNB,asin,5.0
B08L9SMFR6,asin,5.0
B07JHLG9KL,asin,5.0
B00V8S0HCY,asin,5.0
B075XSN3X8,asin,5.0
B07W4HWM1G,asin,5.0
B08MW69QQ5,asin,5.0
B07YDYFLPL,asin,5.0
B008VHN8AI,asin,5.0
B08K451VCN,asin,5.0
B07KC4GHVP,asin,5.0
B088YT93FQ,asin,5.0
B0785H4L7H,asin,5.0
B00OTXQO4K,asin,5.0
B07VB4ZSWD,asin,5.0
B08H1M5R8G,asin,5.0
B07VN3DTNV,asin,5.0
B07DXCJ1SF,asin,5.0
B00BBS32SC,asin,5.0
B07QJFBC1S,asin,5.0
B08H87WN87,asin,5.0
B07XNP5R1H,asin,5.0
B08BG62MJF,asin,5.0
B07Y9GJ244,asin,5.0
B082HJJ1QN,asin,5.0
B07KZNP31V,asin,5.0
B07WZLP2PX,asin,5.0
B0893XZ8Q7,asin,5.0
B00S67525M,asin,5.0
B07R124QF8,asin,5.0
B07ZP53WFW,asin,5.0
B08FWXQ6ZQ,asin,5.0
B08NCRVRYB,asin,5.0
B00VBYYKIC,asin,5.0
B08JLQHHKN,asin,5.0
B07YLK6WNN,asin,5.0
B07BPXPQTM,asin,5.0
B08GHJF74W,asin,5.0
B07X9S2Y1D,asin,5.0
B08HCPTZ14,asin,5.0
B08L7CM6DQ,asin,5.0
B07VCDJ1CK,asin,5.0
B08GQY8TVN,asin,5.0
B07VYWC3RX,asin,5.0
B07XXR963H,asin,5.0
B08GH8DP1B,asin,5.0
B084RRGVYD,asin,5.0
B08HNBS47W,asin,5.0
B07SCYXQQV,asin,5.0
B0815JJHRP,asin,5.0
B07CY86476,asin,5.0
B08FT1JW4D,asin,5.0
B07YRQ82SN,asin,5.0
B08CQHG4VS,asin,5.0
B08BJBKTLB,asin,5.0
B07KLPFHLY,asin,5.0
B07ZYHNPQY,asin,5.0
B08LK4NPPW,asin,5.0
B00I49T6HC,asin,5.0
B07ZWQ7WFX,asin,5.0
B084WWRT4M,asin,5.0
B0742LBJ16,asin,5.0
B01LWI3RR4,asin,5.0
